no,price,mark,model,year,mileage,engine_capacity,transmission,drive,hand_drive,fuel
406,660,nissan,tiida latio,2006,40000,1490,automatic,2,righthand,petrol
407,660,toyota,passo,2008,57000,1290,automatic,2,righthand,petrol
408,660,toyota,platz,2005,67000,1290,automatic,4,righthand,petrol
409,660,suzuki,carry truck,2002,92000,650,automatic,2,righthand,petrol
410,660,mitsubishi,pajero mini,1996,109750,660,manual,2,righthand,petrol
411,663,honda,fit,2009,40898,1300,automatic,2,righthand,petrol
412,663,toyota,vitz,2006,30673,1500,automatic,2,righthand,petrol
413,670,nissan,x-trail,2001,163691,1990,automatic,4,righthand,petrol
414,670,honda,insight,2009,161809,1290,automatic,2,righthand,petrol
415,670,volkswagen,polo,2003,57000,1400,automatic,2,righthand,petrol
416,670,suzuki,solio,2011,200000,1200,automatic,2,righthand,petrol
417,672,toyota,passo,2004,23835,1300,automatic,2,righthand,petrol
418,679,suzuki,carry truck,2001,57083,660,manual,2,righthand,petrol
419,680,toyota,ractis,2006,58000,1290,automatic,2,righthand,petrol
420,680,mazda,mpv,2005,189800,2200,automatic,4,righthand,petrol
421,680,mazda,demio,2003,100000,1500,automatic,2,righthand,petrol
422,680,mazda,verisa,2007,69000,1500,automatic,2,righthand,petrol
423,680,nissan,cube cubic,2004,96400,1400,automatic,2,righthand,petrol
424,681,toyota,platz,2004,42692,1500,automatic,2,righthand,petrol
425,681,toyota,sienta,2007,62079,1500,automatic,2,righthand,petrol
426,681,toyota,vitz,2007,58112,1000,automatic,2,righthand,petrol
427,681,honda,fit,2009,69987,1300,automatic,2,righthand,petrol
428,681,toyota,ractis,2006,66783,1500,automatic,2,righthand,petrol
429,681,toyota,vitz,2009,40722,1000,automatic,2,righthand,petrol
430,681,toyota,vitz,2009,62120,1000,automatic,2,righthand,petrol
431,681,toyota,raum,2009,55423,1500,automatic,2,righthand,petrol
432,681,toyota,vitz,2007,27000,1300,automatic,2,righthand,petrol
433,681,nissan,vanette van,2009,115973,1800,automatic,2,righthand,petrol
434,689,toyota,vitz,2007,35025,1000,automatic,2,righthand,petrol
435,690,honda,insight,2009,200283,1290,automatic,2,righthand,petrol
436,690,honda,accord,2006,109450,1990,automatic,4,righthand,petrol
437,690,mazda,tribute,2002,54587,1990,automatic,2,righthand,petrol
438,690,suzuki,swift,2010,98000,1200,automatic,2,righthand,petrol
439,690,toyota,porte,2004,86409,1500,automatic,2,righthand,petrol
440,690,nissan,note,2009,90000,1500,automatic,2,righthand,petrol
441,690,toyota,passo,2012,95000,1000,automatic,2,righthand,petrol
442,690,toyota,vitz,2010,28100,1300,automatic,2,righthand,petrol
443,690,toyota,passo,2010,115000,1000,automatic,2,righthand,petrol
444,690,toyota,passo,2010,117000,1000,automatic,2,righthand,petrol
445,690,mitsubishi,pajero io,1999,153100,1800,automatic,4,righthand,petrol
446,690,toyota,noah,2003,104848,2000,automatic,2,righthand,petrol
447,690,honda,step wgn,2009,119200,2000,automatic,2,righthand,petrol
448,690,nissan,vanette truck,1995,98500,1500,manual,2,righthand,petrol
449,690,mitsubishi,delica truck,1997,102600,2000,automatic,2,righthand,petrol
450,698,nissan,x-trail,2007,253446,1990,automatic,4,righthand,petrol
451,699,honda,fit,2010,83430,1300,automatic,2,righthand,petrol
452,699,nissan,serena,2011,142886,2000,automatic,2,righthand,petrol
453,700,toyota,platz,2000,10340,1000,automatic,2,righthand,petrol
454,700,honda,fit,2003,104000,1300,automatic,2,righthand,petrol
455,700,honda,fit,2011,102000,1300,automatic,2,righthand,petrol
456,700,suzuki,swift,2010,147000,1200,automatic,2,righthand,petrol
457,700,nissan,tiida,2011,114000,1500,automatic,2,righthand,petrol
458,700,mitsubishi,ek wagon,2013,87600,660,automatic,2,righthand,petrol
459,700,daihatsu,move,2013,105000,660,automatic,2,righthand,petrol
460,700,mazda,tribute,2001,127000,3000,automatic,4,righthand,petrol
461,700,honda,life,2013,162500,660,automatic,2,righthand,petrol
462,700,mitsubishi,lancer cargo,2013,66000,1500,automatic,2,righthand,petrol
463,700,mazda,demio,2010,247000,1300,automatic,2,righthand,petrol
464,700,toyota,ractis,2009,36300,1300,automatic,2,righthand,petrol
465,700,daihatsu,move,2013,143300,660,automatic,2,righthand,petrol
466,700,mazda,atenza wagon,2007,115500,2300,automatic,2,righthand,petrol
467,700,mazda,atenza sport,2007,115500,2300,automatic,2,righthand,petrol
468,700,mazda,atenza,2007,115500,2300,automatic,2,righthand,petrol
469,700,nissan,cube,2009,93850,1500,automatic,2,righthand,petrol
470,700,mitsubishi,ek wagon,2013,65700,660,manual,2,righthand,petrol
471,700,nissan,vanette truck,1996,74000,1800,manual,2,righthand,petrol
472,700,honda,fit,2006,157195,1330,automatic,2,righthand,petrol
473,700,toyota,raum,2005,103051,1500,automatic,2,righthand,petrol
474,700,honda,vamos,2000,124848,660,automatic,2,righthand,petrol
475,700,honda,odyssey,2000,21481,2300,automatic,2,righthand,petrol
476,707,nissan,vanette van,2002,88695,1800,manual,2,righthand,petrol
477,710,honda,insight,2009,156904,1290,automatic,2,righthand,petrol
478,710,honda,fit,2007,69000,1330,automatic,2,righthand,petrol
479,710,subaru,r2,2004,70000,660,automatic,2,righthand,petrol
480,715,nissan,cube,2011,118536,1500,automatic,2,righthand,petrol
481,720,honda,insight,2009,71274,1290,automatic,2,righthand,petrol
482,720,toyota,fun cargo,2002,79600,1300,automatic,2,righthand,petrol
483,725,honda,airwave,2006,95406,1500,automatic,2,righthand,petrol
484,728,toyota,ractis,2007,69787,1300,automatic,2,righthand,petrol
485,728,toyota,passo,2011,31504,1000,automatic,2,righthand,petrol
486,728,suzuki,swift,2007,50775,1300,automatic,2,righthand,petrol
487,728,honda,fit,2009,57647,1300,automatic,2,righthand,petrol
488,728,honda,fit,2009,54370,1300,automatic,2,righthand,petrol
489,728,mitsubishi,pajero io,2003,80276,2000,automatic,4,righthand,petrol
490,728,toyota,ipsum,2003,89593,2400,automatic,2,righthand,petrol
491,728,toyota,passo,2006,109941,1000,automatic,2,righthand,petrol
492,728,toyota,passo,2004,21466,1000,automatic,2,righthand,petrol
493,728,nissan,serena,2008,165000,2000,automatic,2,righthand,petrol
494,730,honda,airwave,2007,105994,1490,automatic,2,righthand,petrol
495,732,toyota,ractis,2006,49171,1500,automatic,2,righthand,petrol
496,740,toyota,fun cargo,2003,120000,1500,automatic,4,righthand,petrol
497,740,toyota,vitz,2007,7461,1300,automatic,2,righthand,petrol
498,740,mazda,demio,2003,91000,1500,automatic,2,righthand,petrol
499,746,suzuki,carry truck,1999,87816,660,manual,4,righthand,petrol
500,747,daihatsu,terios kid,2004,100000,660,automatic,2,righthand,petrol
501,747,toyota,vitz,2005,31479,1296,automatic,2,righthand,petrol
502,747,toyota,raum,2003,89028,1496,automatic,2,righthand,petrol
503,747,toyota,passo,2005,10535,1297,automatic,2,righthand,petrol
504,747,toyota,verossa,2001,110800,2500,automatic,2,righthand,petrol
505,747,nissan,tiida,2006,64900,1500,automatic,2,righthand,petrol
506,747,toyota,wish,2009,92177,1800,automatic,4,righthand,petrol
507,747,toyota,voxy,2007,149000,2000,automatic,4,righthand,petrol
508,747,smart,forfour,2003,114945,690,automatic,2,righthand,petrol
509,747,toyota,ractis,2006,92000,1300,automatic,2,righthand,petrol
510,747,toyota,vitz,2007,83000,1300,automatic,2,righthand,petrol
511,747,nissan,elgrand,2005,142000,3500,automatic,4,righthand,petrol
512,747,nissan,elgrand,2005,140000,3500,automatic,2,righthand,petrol
513,750,honda,fit,2011,248328,1290,automatic,2,righthand,petrol
514,750,suzuki,swift,2010,95000,1200,automatic,2,righthand,petrol
515,750,toyota,vitz,2007,52150,1300,automatic,2,righthand,petrol
516,750,nissan,note,2011,76300,1500,automatic,2,righthand,petrol
517,750,suzuki,swift,2010,106000,1200,automatic,2,righthand,petrol
518,750,toyota,vitz,2007,73700,1300,automatic,2,righthand,petrol
519,750,toyota,ist,2003,214420,1300,automatic,2,righthand,petrol
520,750,toyota,raum,2003,46714,1500,automatic,2,righthand,petrol
521,750,mazda,demio,2011,126800,1300,automatic,2,righthand,petrol
522,750,toyota,fun cargo,2003,48207,1300,automatic,2,righthand,petrol
523,750,toyota,raum,2003,123300,1500,automatic,2,righthand,petrol
524,750,toyota,raum,2003,97581,1500,automatic,2,righthand,petrol
525,750,mazda,demio,2005,113000,1500,automatic,2,righthand,petrol
526,750,nissan,note,2011,50492,1500,automatic,2,righthand,petrol
527,750,toyota,raum,2004,103448,1500,automatic,2,righthand,petrol
528,750,nissan,note,2010,82882,1500,automatic,2,righthand,petrol
529,750,nissan,march,2009,175000,1200,automatic,2,righthand,petrol
530,750,suzuki,swift,2010,97400,1200,automatic,2,righthand,petrol
531,750,toyota,ractis,2006,146315,1500,automatic,2,righthand,petrol
532,750,toyota,bb,2003,106000,1300,automatic,2,righthand,petrol
533,750,nissan,x-trail,2004,138000,2000,automatic,4,righthand,petrol
534,750,suzuki,swift,2006,125004,1320,automatic,2,righthand,petrol
535,750,mitsubishi,ek wagon,2013,59000,660,automatic,2,righthand,petrol
536,750,honda,fit,2008,105700,1300,automatic,2,righthand,petrol
537,750,mazda,carol,2013,27100,660,manual,2,righthand,petrol
538,750,mitsubishi,mirage,2012,133700,1000,automatic,2,righthand,petrol
539,750,gm,chevrolet others,2002,70800,1320,automatic,2,righthand,petrol
540,756,toyota,corolla spacio,2002,41807,1500,automatic,2,righthand,petrol
541,758,nissan,tiida,2009,66000,1500,automatic,2,righthand,petrol
542,760,nissan,march,2007,46000,1240,automatic,2,righthand,petrol
543,760,toyota,vitz,2005,96000,990,automatic,2,righthand,petrol
544,760,suzuki,aerio,2005,120000,1790,automatic,2,righthand,petrol
545,760,toyota,altezza,2002,53000,1980,automatic,2,righthand,petrol
546,760,honda,fit,2009,120000,1490,automatic,2,righthand,petrol
547,760,opel,vectra,2006,97000,2190,automatic,2,righthand,petrol
548,760,toyota,altezza,2003,64000,1980,automatic,2,righthand,petrol
549,760,toyota,passo,2007,30000,990,automatic,2,righthand,petrol
550,760,toyota,sienta,2007,182000,1490,automatic,2,righthand,petrol
551,760,suzuki,every,2002,173000,650,automatic,2,righthand,petrol
552,760,honda,fit,2005,78000,1330,automatic,2,righthand,petrol
553,760,mitsubishi,minicab truck,1998,79000,650,manual,2,righthand,petrol
554,760,toyota,avensis,2004,78000,1990,automatic,2,righthand,petrol
555,760,subaru,outback,2005,112000,2450,automatic,4,righthand,petrol
556,760,toyota,porte,2011,85700,1300,automatic,2,righthand,petrol
557,760,daihatsu,mira,2011,104000,660,automatic,2,righthand,petrol
558,766,nissan,tiida,2009,45000,1500,automatic,2,righthand,petrol
559,770,toyota,vitz,2007,68000,1000,automatic,2,righthand,petrol
560,770,toyota,ractis,2006,168000,1500,automatic,2,righthand,petrol
561,770,toyota,passo,2008,145000,1000,automatic,2,righthand,petrol
562,770,volkswagen,golf,1999,58491,1800,automatic,2,righthand,petrol
563,772,toyota,ractis,2009,81059,1500,automatic,2,righthand,petrol
564,772,toyota,mark x,2005,40787,2500,automatic,2,righthand,petrol
565,774,toyota,gaia,1999,103985,2000,automatic,2,righthand,petrol
566,774,toyota,passo,2011,53660,1000,automatic,2,righthand,petrol
567,774,toyota,vitz,2008,60283,1300,automatic,2,righthand,petrol
568,775,toyota,alphard,2003,105292,2400,automatic,2,righthand,petrol
569,775,mazda,demio,2011,33751,1300,automatic,2,righthand,petrol
570,775,mitsubishi,pajero mini,2003,92445,660,automatic,2,righthand,petrol
571,775,toyota,raum,2005,24112,1500,automatic,2,righthand,petrol
572,775,toyota,vitz,2006,76454,1300,automatic,2,righthand,petrol
573,775,suzuki,swift,2007,43914,1200,automatic,2,righthand,petrol
574,775,suzuki,swift,2005,53839,1500,automatic,2,righthand,petrol
575,775,toyota,passo,2011,35679,1000,automatic,2,righthand,petrol
576,775,suzuki,swift,2005,33444,1500,automatic,2,righthand,petrol
577,775,toyota,passo,2011,43847,1000,automatic,2,righthand,petrol
578,775,toyota,vitz,2007,38637,1300,automatic,2,righthand,petrol
579,775,toyota,corolla spacio,2005,46618,1800,automatic,2,righthand,petrol
580,775,toyota,corolla spacio,2002,45504,1500,automatic,2,righthand,petrol
581,775,toyota,passo,2011,58858,1000,automatic,2,righthand,petrol
582,775,toyota,caldina,2004,93626,1800,automatic,2,righthand,petrol
583,775,nissan,cube cubic,2007,122967,1500,automatic,2,righthand,petrol
584,779,mazda,tribute,2003,117000,2300,automatic,4,righthand,petrol
585,780,toyota,alphard g,2003,240069,2390,automatic,2,righthand,petrol
586,780,honda,fit hybrid,2011,133365,1290,automatic,2,righthand,petrol
587,780,honda,fit,2011,136600,1300,automatic,2,righthand,petrol
588,780,honda,fit,2010,121000,1300,automatic,2,righthand,petrol
589,780,toyota,sienta,2005,81000,1500,automatic,2,righthand,petrol
590,780,mazda,verisa,2005,85000,1500,automatic,2,righthand,petrol
591,783,toyota,raum,2009,31744,1500,automatic,2,righthand,petrol
592,784,toyota,passo,2004,31089,1000,automatic,2,righthand,petrol
593,784,toyota,passo,2006,103782,1000,automatic,2,righthand,petrol
594,784,toyota,passo,2006,122676,1000,automatic,2,righthand,petrol
595,784,toyota,passo,2004,30913,1000,automatic,2,righthand,petrol
596,790,honda,fit,2011,114611,1290,automatic,2,righthand,petrol
597,790,suzuki,swift,2000,55000,1320,automatic,2,righthand,petrol
598,790,honda,fit hybrid,2011,125000,1300,automatic,2,righthand,hybrid
599,790,nissan,tiida,2007,83700,1500,automatic,2,righthand,petrol
600,790,suzuki,swift,2010,92000,1200,automatic,2,righthand,petrol
601,790,honda,fit,2003,82000,1500,automatic,2,righthand,petrol
602,790,honda,fit,2006,110000,1300,automatic,2,righthand,petrol
604,790,toyota,ractis,2005,88500,1290,automatic,2,righthand,petrol
605,790,honda,fit,2003,122000,1500,automatic,2,righthand,petrol
606,790,honda,fit,2007,95000,1500,automatic,2,righthand,petrol
607,790,honda,fit,2003,24000,1500,automatic,2,righthand,petrol
608,790,honda,fit,2005,86000,1300,automatic,2,righthand,petrol
609,790,honda,fit,2003,66000,1300,automatic,2,righthand,petrol
610,790,honda,fit,2003,71000,1500,automatic,2,righthand,petrol
612,790,honda,fit,2006,87000,1500,automatic,2,righthand,petrol
613,790,honda,fit,2003,107000,1300,automatic,2,righthand,petrol
615,790,honda,fit,2006,104000,1300,automatic,2,righthand,petrol
616,790,honda,fit,2003,96000,1300,automatic,2,righthand,petrol
617,790,honda,fit,2005,99000,1300,automatic,2,righthand,petrol
618,790,honda,fit,2007,45000,1300,automatic,2,righthand,petrol
619,790,honda,fit,2006,80000,1300,automatic,2,righthand,petrol
620,790,honda,fit,2009,71000,1400,automatic,2,righthand,petrol
621,790,mazda,verisa,2007,56000,1500,automatic,2,righthand,petrol
622,790,honda,fit,2005,49000,1300,automatic,2,righthand,petrol
623,790,honda,fit,2006,38000,1500,automatic,2,righthand,petrol
624,790,honda,fit,2005,79000,1300,automatic,2,righthand,petrol
625,790,honda,fit,2007,118000,1300,automatic,2,righthand,petrol
626,790,honda,fit,2007,120000,1300,automatic,2,righthand,petrol
627,790,honda,fit,2005,90000,1300,automatic,2,righthand,petrol
628,790,honda,fit,2006,33000,1300,automatic,2,righthand,petrol
629,790,honda,fit,2006,49000,1300,automatic,2,righthand,petrol
630,790,honda,fit,2003,92000,1300,automatic,2,righthand,petrol
631,790,honda,fit,2005,70000,1300,automatic,2,righthand,petrol
632,790,honda,fit,2003,69000,1300,automatic,2,righthand,petrol
633,790,honda,fit,2005,34000,1300,automatic,2,righthand,petrol
634,790,honda,fit,2002,171000,1300,automatic,2,righthand,petrol
635,790,honda,fit,2005,81000,1300,automatic,2,righthand,petrol
636,790,honda,fit,2005,64000,1300,automatic,2,righthand,petrol
637,790,honda,fit,2005,55000,1300,automatic,2,righthand,petrol
639,790,honda,fit,2005,68000,1300,automatic,2,righthand,petrol
640,790,honda,fit,2003,84000,1300,automatic,2,righthand,petrol
641,790,honda,fit,2005,30000,1300,automatic,2,righthand,petrol
642,790,mazda,premacy,2012,112000,2000,automatic,2,righthand,petrol
643,790,honda,fit,2003,77000,1300,automatic,2,righthand,petrol
644,790,honda,fit,2005,128000,1300,automatic,2,righthand,petrol
645,790,honda,fit,2004,109000,1300,automatic,2,righthand,petrol
646,790,honda,fit,2003,68000,1300,automatic,2,righthand,petrol
647,790,honda,fit,2005,111000,1300,automatic,2,righthand,petrol
648,790,honda,fit,2007,102000,1300,automatic,2,righthand,petrol
649,790,honda,fit,2007,113000,1300,automatic,2,righthand,petrol
650,790,honda,fit,2003,104000,1300,automatic,2,righthand,petrol
651,790,honda,fit,2004,78000,1500,automatic,2,righthand,petrol
652,790,honda,fit,2004,65000,1300,automatic,2,righthand,petrol
653,790,honda,fit,2006,108000,1300,automatic,2,righthand,petrol
654,790,honda,fit,2004,85000,1300,automatic,2,righthand,petrol
655,790,honda,fit,2002,48000,1500,automatic,2,righthand,petrol
656,790,honda,fit,2007,90000,1300,automatic,2,righthand,petrol
657,790,honda,fit,2003,75000,1500,automatic,2,righthand,petrol
658,792,toyota,mark x,2005,49050,2500,automatic,2,righthand,petrol
659,793,toyota,brevis,2003,97000,2500,automatic,2,righthand,petrol
660,793,toyota,ractis,2005,106000,1300,automatic,2,righthand,petrol
661,793,toyota,ractis,2006,51000,1500,automatic,2,righthand,petrol
662,798,toyota,raum,2007,158919,1500,automatic,2,righthand,petrol
663,799,honda,fit,2009,71450,1300,automatic,2,righthand,petrol
664,800,nissan,tiida,2008,77000,1500,automatic,2,righthand,petrol
665,800,suzuki,mr wagon,2006,122000,660,automatic,2,righthand,petrol
666,800,honda,fit,2005,115000,1330,automatic,2,righthand,petrol
667,800,honda,fit,2005,67000,1330,automatic,2,righthand,petrol
668,800,toyota,vitz,2006,124000,990,automatic,2,righthand,petrol
669,800,toyota,ractis,2006,87000,1490,automatic,2,righthand,petrol
670,800,bmw,mini,2003,110000,1590,automatic,2,righthand,petrol
671,800,toyota,brevis,2004,140000,2490,automatic,2,righthand,petrol
672,800,mazda,axela sport,2005,122000,1490,automatic,2,righthand,petrol
673,800,suzuki,swift,2010,72000,1200,automatic,2,righthand,petrol
674,800,suzuki,swift,2010,96000,1200,automatic,2,righthand,petrol
675,800,toyota,vitz,2009,135000,1000,automatic,2,righthand,petrol
676,800,toyota,alphard v,2003,85800,2400,automatic,2,righthand,petrol
677,800,toyota,alphard,2003,85800,2400,automatic,2,righthand,petrol
678,800,toyota,raum,2003,28965,1500,automatic,2,righthand,petrol
679,800,honda,fit,2007,54496,1300,automatic,2,righthand,petrol
680,800,subaru,pleo,2013,155100,660,automatic,2,righthand,petrol
681,800,toyota,raum,2009,90000,1500,automatic,2,righthand,petrol
682,800,suzuki,swift,2003,133362,1300,manual,2,righthand,petrol
683,800,toyota,noah,2005,127500,2000,automatic,4,righthand,petrol
684,800,daihatsu,move,2013,165700,660,automatic,2,righthand,petrol
685,800,daihatsu,mira,2013,118300,660,automatic,2,righthand,petrol
686,800,subaru,pleo,2013,119000,660,automatic,2,righthand,petrol
687,800,honda,life,2013,119000,660,automatic,2,righthand,petrol
688,800,mazda,demio,2005,97000,1500,automatic,2,righthand,petrol
689,800,mazda,tribute,2005,108600,2300,automatic,4,righthand,petrol
690,800,mitsubishi,minicab van,2013,119700,660,automatic,2,righthand,petrol
691,800,toyota,passo,2005,84000,1300,automatic,2,righthand,petrol
692,800,honda,edix,2005,203000,1700,automatic,2,righthand,petrol
693,800,mazda,demio,2006,185000,1300,automatic,2,righthand,petrol
694,800,toyota,sienta,2005,195000,1500,automatic,2,righthand,petrol
695,800,mitsubishi,ek wagon,2013,79200,660,automatic,2,righthand,petrol
696,800,subaru,pleo,2013,193100,660,automatic,2,righthand,petrol
697,800,nissan,nv100clipper,2013,140100,660,automatic,2,righthand,petrol
698,800,mazda,demio,2005,116000,1300,automatic,2,righthand,petrol
699,800,mitsubishi,pajero io,2003,115100,1800,automatic,4,righthand,petrol
700,800,honda,fit,2006,99000,1300,automatic,2,righthand,petrol
701,800,suzuki,alto,2013,93100,660,automatic,4,righthand,petrol
702,800,nissan,ad van,2014,158000,1500,automatic,2,righthand,petrol
703,800,toyota,voxy,2004,100817,2000,automatic,2,righthand,petrol
704,800,mitsubishi,minicab truck,1999,154400,660,manual,4,righthand,petrol
705,803,toyota,vitz,2007,53543,1300,automatic,2,righthand,petrol
706,808,toyota,ractis,2007,55000,1500,automatic,2,righthand,petrol
707,810,mazda,demio,2006,111000,1500,automatic,2,righthand,petrol
708,812,toyota,wish,2003,148600,1800,automatic,4,righthand,petrol
709,820,toyota,raum,2004,78440,1500,automatic,2,righthand,petrol
710,820,volkswagen,golf,2005,10000,2000,automatic,2,righthand,petrol
711,820,toyota,vitz,2007,63000,1300,automatic,2,righthand,petrol
712,820,mazda,verisa,2004,98000,1500,automatic,2,righthand,petrol
713,821,toyota,vitz,2007,68678,1300,automatic,2,righthand,petrol
714,821,honda,fit,2009,82386,1300,automatic,2,righthand,petrol
715,821,toyota,vitz,2009,20204,1000,automatic,2,righthand,petrol
716,821,toyota,ractis,2010,76466,1300,automatic,2,righthand,petrol
717,821,honda,accord,2005,59263,2000,automatic,2,righthand,petrol
718,821,toyota,vitz,2009,63029,1300,automatic,2,righthand,petrol
719,821,toyota,passo,2007,36342,1000,automatic,2,righthand,petrol
720,821,toyota,passo,2008,42807,1000,automatic,2,righthand,petrol
721,821,mazda,demio,2006,48000,1300,automatic,2,righthand,petrol
722,824,toyota,ist,2003,81036,1500,automatic,2,righthand,petrol
723,825,mazda,demio,2007,90300,1500,automatic,2,righthand,petrol
724,830,nissan,march,2012,170000,1200,automatic,2,righthand,petrol
725,831,toyota,brevis,2001,99000,2500,automatic,2,righthand,petrol
726,831,suzuki,swift,2007,78400,1300,automatic,2,righthand,petrol
727,831,toyota,raum,2004,106100,1500,automatic,2,righthand,petrol
728,831,toyota,raum,2006,54000,1500,automatic,2,righthand,petrol
729,835,toyota,noah,2003,86000,2000,automatic,2,righthand,petrol
730,840,nissan,note,2011,105000,1500,automatic,2,righthand,petrol
731,840,subaru,legacy b4,2007,143494,2000,automatic,4,righthand,petrol
732,840,toyota,raum,2009,71935,1496,automatic,4,righthand,petrol
733,840,toyota,mark x,2005,42133,2499,automatic,2,righthand,petrol
734,840,toyota,ractis,2007,44653,1296,automatic,2,righthand,petrol
735,840,toyota,ipsum,1997,96224,2000,automatic,2,righthand,petrol
736,840,suzuki,sx4,2007,100422,1500,automatic,2,righthand,petrol
737,840,honda,fit,2005,90747,1500,manual,2,righthand,petrol
738,840,nissan,note,2010,159000,1500,automatic,2,righthand,petrol
739,840,volkswagen,golf,2007,78740,1600,automatic,2,righthand,petrol
740,840,nissan,x-trail,2005,116737,2000,automatic,4,righthand,petrol
741,840,toyota,passo,2006,85799,1000,automatic,2,righthand,petrol
742,840,volkswagen,polo,2009,63000,1400,automatic,2,righthand,petrol
743,840,honda,edix,2004,60000,2000,automatic,2,righthand,petrol
744,840,volkswagen,polo,2008,62900,1400,automatic,2,righthand,petrol
745,840,toyota,passo,2004,34451,1000,automatic,2,righthand,petrol
746,840,subaru,legacy,2004,51080,2000,automatic,4,righthand,petrol
747,840,mazda,tribute,2004,191900,2300,automatic,4,righthand,petrol
748,840,suzuki,carry truck,1990,55189,660,manual,2,righthand,petrol
749,840,nissan,vanette van,2010,194613,1990,manual,2,righthand,diesel
750,840,honda,cr-v,2002,180722,1990,automatic,4,righthand,petrol
751,840,mitsubishi,pajero io,2001,77472,1990,automatic,4,righthand,petrol
752,840,toyota,vitz,2005,68000,1000,automatic,2,righthand,petrol
753,840,bmw,mini,2003,84000,1600,automatic,2,righthand,petrol
754,841,toyota,mark x,2005,67776,2500,automatic,2,righthand,petrol
755,845,nissan,tiida,2010,47872,1500,automatic,2,righthand,petrol
756,848,honda,stream,2006,97300,1799,automatic,2,righthand,petrol
757,849,nissan,vanette truck,1996,241608,1800,manual,2,righthand,petrol
758,850,mazda,bongo truck,1991,122798,1490,manual,2,righthand,petrol
759,850,toyota,alphard,2002,156622,2990,automatic,4,righthand,petrol
760,850,toyota,alphard v,2002,156622,2990,automatic,4,righthand,petrol
761,850,toyota,alphard g,2002,156622,2990,automatic,4,righthand,petrol
762,850,toyota,vitz,2009,77739,1300,cvt,2,righthand,petrol
763,850,toyota,noah,2003,139050,2000,automatic,2,righthand,petrol
764,850,toyota,aristo,1999,88016,3000,automatic,2,righthand,petrol
765,850,toyota,fun cargo,2003,51055,1300,automatic,2,righthand,petrol
766,850,toyota,wish,2003,60491,1800,automatic,2,righthand,petrol
767,850,toyota,vitz,2006,71000,990,automatic,2,righthand,petrol
768,850,toyota,raum,2003,73000,1490,automatic,2,righthand,petrol
769,850,toyota,sienta,2007,81000,1490,automatic,2,righthand,petrol
770,850,suzuki,alto,2013,70700,660,automatic,2,righthand,petrol
771,850,toyota,wish,2005,58380,1800,automatic,2,righthand,petrol
772,850,toyota,wish,2007,248742,1800,automatic,2,righthand,petrol
773,850,toyota,ractis,2009,126045,1500,cvt,2,righthand,petrol
774,850,toyota,wish,2005,155127,1800,automatic,2,righthand,petrol
775,850,toyota,wish,2003,148842,1800,automatic,2,righthand,petrol
776,850,toyota,fun cargo,2003,47217,1300,automatic,2,righthand,petrol
777,850,toyota,wish,2006,111252,1800,automatic,2,righthand,petrol
778,850,toyota,wish,2005,120590,1800,automatic,2,righthand,petrol
779,850,toyota,vitz,2007,29991,1300,cvt,2,righthand,petrol
780,850,toyota,noah,2003,143442,2000,automatic,2,righthand,petrol
781,850,toyota,noah,2005,62045,2000,cvt,2,righthand,petrol
782,850,toyota,wish,2003,179499,1800,automatic,2,righthand,petrol
783,850,toyota,noah,2004,92706,2000,cvt,2,righthand,petrol
784,850,toyota,sienta,2004,55036,1500,cvt,2,righthand,petrol
785,850,toyota,vitz,2006,55158,1300,cvt,2,righthand,petrol
786,850,toyota,vitz,2005,82689,1300,cvt,2,righthand,petrol
787,850,toyota,fun cargo,2001,94444,1300,automatic,2,righthand,petrol
788,850,toyota,wish,2005,90951,1800,automatic,2,righthand,petrol
789,850,toyota,vitz,2007,52783,1300,cvt,2,righthand,petrol
790,850,toyota,wish,2005,120121,1800,automatic,2,righthand,petrol
791,850,toyota,vitz,2005,76698,1500,cvt,2,righthand,petrol
792,850,toyota,wish,2003,133404,1800,automatic,2,righthand,petrol
793,850,toyota,vitz,2005,89456,1500,cvt,2,righthand,petrol
794,850,toyota,ractis,2009,98141,1300,cvt,2,righthand,petrol
795,850,toyota,wish,2007,82322,1800,automatic,2,righthand,petrol
796,850,toyota,wish,2003,131292,1800,automatic,2,righthand,petrol
797,850,toyota,vitz,2010,86086,1500,cvt,2,righthand,petrol
798,850,toyota,wish,2005,186368,1800,automatic,2,righthand,petrol
799,850,honda,fit,2005,95000,1330,automatic,2,righthand,petrol
800,850,honda,fit,2005,61000,1330,automatic,2,righthand,petrol
801,850,honda,fit,2001,71000,1330,automatic,2,righthand,petrol
802,850,toyota,raum,2003,143000,1490,automatic,2,righthand,petrol
803,850,toyota,sienta,2006,56000,1490,automatic,2,righthand,petrol
804,850,suzuki,swift,2004,77000,1320,automatic,2,righthand,petrol
805,850,suzuki,swift,2002,81000,1320,automatic,2,righthand,petrol
806,850,toyota,platz,2003,35000,1290,automatic,2,righthand,petrol
807,850,toyota,vitz,2004,102000,990,automatic,2,righthand,petrol
808,850,toyota,wish,2007,147272,1800,automatic,2,righthand,petrol
809,850,toyota,ractis,2005,101977,1500,cvt,2,righthand,petrol
810,850,toyota,noah,2006,157802,2000,automatic,2,righthand,petrol
811,850,mazda,demio,2011,52600,1300,automatic,2,righthand,petrol
812,850,nissan,vanette van,2005,143000,1780,automatic,2,righthand,petrol
813,850,toyota,sienta,2007,88396,1500,cvt,2,righthand,petrol
